Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,flow_key,predicted_label
53.84,6,64.0,481.1454883548059,0.0,0.23,0.0,0.39,0.84,0.0,0.0,84,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86245,66,1514,862.45,657.6008026580915,86245,0.001973834037780762,100,432438.8156565662,"('192.168.137.139', '192.168.137.178')",DoS
60.0,6,64.0,572.4730572267779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7400,74,74,74.0,0.0,7400,0.0017164516448974609,100,0.0,"('192.168.137.139', '192.168.137.60')",Mirai
60.0,6,64.0,224.56681395768447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7400,74,74,74.0,0.0,7400,0.001983380317687988,100,0.0,"('192.168.137.139', '192.168.137.64')",Mirai
54.48,6,64.0,127.00106038502089,0.0,0.31,0.0,0.4,0.91,0.0,0.0,91,31,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55478,66,1514,554.78,580.5588143932506,55478,0.00220456600189209,100,337048.53696969675,"('192.168.137.139', '192.168.137.178')",DoS
52.8,6,64.0,338.8320753939627,0.0,0.1,0.0,0.49,0.9,0.0,0.0,90,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118692,66,1514,1186.92,544.3229819572833,118692,0.0028032636642456054,100,296287.508686869,"('192.168.137.139', '192.168.137.178')",DoS
28.0,17,64.0,17.686454877297393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1560,60,60,60.0,0.0,1560,0.02406634734227107,26,0.0,"('192.168.137.150', '192.168.137.206')",Mirai
52.0,6,230.33333333333334,11.56037381528997,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,3,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,232,66,100,77.33333333333333,19.629909152447276,232,0.027285178502400715,3,385.3333333333333,"('192.168.137.175', '52.48.53.214')",DDoS
53.09090909090909,6,61.81818181818182,4.033781498792593,0.0,0.0,0.0,0.45454545454545453,1.0,0.0,0.0,11,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1188,66,156,108.0,46.08687448721165,1188,0.010087078267877752,11,2124.0,"('192.168.137.2', '35.185.101.66')",DDoS
42.0,6,106.66666666666667,1.531448837652265,0.0,0.0,0.0,0.5,1.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,701,60,172,116.83333333333333,60.1079584303665,701,0.010513901710510254,6,3612.966666666667,"('192.168.137.1', '192.168.137.203')",DoS
54.0,6,59.0,2.9102639967666075,0.0,0.0,0.0,0.5,1.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,922,66,516,153.66666666666666,178.0894906126318,922,0.014714399973551432,6,31715.86666666667,"('17.57.144.54', '192.168.137.73')",DoS
52.0,6,170.10526315789474,14.092294247407533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22780,66,1514,599.4736842105264,707.857014758501,22780,0.0041636605011789425,38,501061.55334281677,"('192.168.137.175', '52.51.193.92')",DDoS
52.0,6,148.5,2.9073632788299992,0.0,0.0,0.0,0.5,1.0,0.0,0.0,4,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,330,66,101,82.5,19.122412679017955,330,0.011607229709625244,4,365.6666666666667,"('192.168.137.4', '35.86.13.17')",DDoS
52.0,6,56.666666666666664,12.346004519279544,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,326,66,146,108.66666666666667,40.26578365477733,326,0.014360984166463217,3,1621.3333333333333,"('192.168.137.41', '195.88.50.98')",DoS
42.4,6,102.4,8.408608716693527,0.0,0.0,0.0,0.6,1.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1236,60,164,123.6,52.19450801249751,1236,0.007209587097167969,10,2724.2666666666664,"('192.168.137.1', '192.168.137.19')",DoS
52.0,6,64.0,20.532459029233625,0.0,0.0,0.0,0.5,1.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,484,66,176,121.0,63.50852961085884,484,0.011375963687896729,4,4033.3333333333335,"('192.168.137.178', '192.168.137.19')",DoS
28.0,17,89.6,0.9106095870035686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,382,70,86,76.4,8.763560920082659,382,0.00788564682006836,5,76.80000000000001,"('192.168.137.1', '192.168.137.41')",Mirai
53.77777777777778,6,57.55555555555556,8.05188703090855,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.8888888888888888,0.0,0.0,8,2,2,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1181,66,441,131.22222222222223,132.70434975706127,1181,0.0025096204545762804,9,17610.444444444445,"('157.249.81.141', '192.168.137.41')",DoS
52.0,6,64.0,500.99187768752984,0.0,0.0,0.0,0.6,1.0,0.0,0.0,5,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7570,1514,1514,1514.0,0.0,7570,0.002953958511352539,5,0.0,"('192.168.137.139', '192.168.137.178')",Mirai
60.0,6,64.0,105.63179301631541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3552,74,74,74.0,0.0,3552,0.00199754536151886,48,0.0,"('192.168.137.139', '192.168.137.90')",Mirai
60.0,6,64.0,168.651254664941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3552,74,74,74.0,0.0,3552,0.001306702693303426,48,0.0,"('192.168.137.139', '192.168.137.238')",Mirai
60.0,6,64.0,502.0826119810566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3552,74,74,74.0,0.0,3552,0.0020901461442311606,48,0.0,"('192.168.137.139', '192.168.137.64')",Mirai
60.0,6,64.0,732.6695125279764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3552,74,74,74.0,0.0,3552,0.001364871859550476,48,0.0,"('192.168.137.139', '192.168.137.60')",Mirai
