Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,flow_key,predicted_label
59.84,6,64.0,1233.6805075547895,0.0,0.98,0.0,0.01,0.02,0.0,0.0,2,98,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7795,66,477,77.95,40.316018071373485,7795,0.0005795669555664063,100,1625.3813131313132,"('192.168.137.139', '192.168.137.178')",DDoS
58.8,6,64.0,847.7623041940374,0.0,0.85,0.0,0.04,0.22,0.0,0.0,22,85,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19666,66,1514,196.66,398.11736810628975,19666,0.0008142375946044922,100,158497.43878787901,"('192.168.137.139', '192.168.137.178')",DoS
58.32,6,64.0,1252.8463298504698,0.0,0.79,0.0,0.16,0.21,0.0,0.0,21,79,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27644,74,1514,276.44,447.20325797046,27644,0.0007666254043579102,100,199990.7539393938,"('192.168.137.139', '192.168.137.178')",DoS
53.26315789473684,6,57.36842105263158,5.229949294445096,0.21052631578947367,0.15789473684210525,0.0,0.21052631578947367,0.8947368421052632,0.0,0.0,17,3,4,0,0.47368421052631576,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2107,66,441,110.89473684210526,106.4549433833875,2107,0.008731515784012643,19,11332.654970760237,"('157.249.81.141', '192.168.137.41')",DoS
60.0,6,64.0,1641.6897924356228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7400,74,74,74.0,0.0,7400,0.0007669496536254883,100,0.0,"('192.168.137.139', '192.168.137.90')",DoS
60.0,6,64.0,720.4232222603916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7400,74,74,74.0,0.0,7400,0.0013981342315673828,100,0.0,"('192.168.137.139', '192.168.137.238')",DoS
52.0,6,230.33333333333334,11.365517341048294,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,3,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,232,66,100,77.33333333333333,19.629909152447276,232,0.0303802490234375,3,385.3333333333333,"('192.168.137.175', '52.48.53.214')",DoS
42.0,6,106.66666666666667,1.4808292584156924,0.0,0.0,0.0,0.5,1.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,701,60,172,116.83333333333333,60.1079584303665,701,0.012582540512084961,6,3612.966666666667,"('192.168.137.1', '192.168.137.203')",DDoS
54.0,6,59.0,2.7973489581063884,0.0,0.0,0.0,0.5,1.0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,922,66,516,153.66666666666666,178.0894906126318,922,0.013146320978800455,6,31715.86666666667,"('17.57.144.54', '192.168.137.73')",DDoS
52.0,6,148.5,2.8608551317899886,0.0,0.0,0.0,0.5,1.0,0.0,0.0,4,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,330,66,101,82.5,19.122412679017955,330,0.01529538631439209,4,365.6666666666667,"('192.168.137.4', '35.86.13.17')",DoS
52.0,6,56.666666666666664,10.692981062167249,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,326,66,146,108.66666666666667,40.26578365477733,326,0.015554030736287435,3,1621.3333333333333,"('192.168.137.41', '195.88.50.98')",DoS
42.4,6,102.4,7.942525581732682,0.0,0.0,0.0,0.6,1.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1236,60,164,123.6,52.19450801249751,1236,0.007805156707763672,10,2724.2666666666664,"('192.168.137.1', '192.168.137.19')",DDoS
28.0,17,64.0,20.475990440314842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1740,60,60,60.0,0.0,1740,0.024010049885716932,29,0.0,"('192.168.137.150', '192.168.137.206')",DDoS
52.0,6,61.81818181818182,9.853869425510261,0.0,0.0,0.0,0.45454545454545453,1.0,0.0,0.0,11,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1176,66,156,106.9090909090909,47.00096710803842,1176,0.014913038773970171,11,2209.090909090909,"('192.168.137.2', '35.185.101.66')",DDoS
52.0,6,168.53333333333333,35.01091078531685,0.0,0.0,0.0,0.022222222222222223,1.0,0.0,0.0,45,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26707,66,1514,593.4888888888889,696.5829136259058,26707,0.003663900163438585,45,485227.7555555561,"('192.168.137.175', '52.51.193.92')",DDoS
52.0,6,64.0,19.7327706561,0.0,0.0,0.0,0.5,1.0,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,484,66,176,121.0,63.50852961085884,484,0.011966586112976074,4,4033.3333333333335,"('192.168.137.178', '192.168.137.19')",DDoS
